,driver_id,predicted_career_len,rides_per_day,profit_mean,profit_std,responding,arrival,waiting,speed,total_duration,average_ride_time,average_dist_per_ride,10_to_6,9_to_5,per_20_to_22,prime_time,total_prime_time,weekend_per,lifetime_value
10,fdbee494c73577d5b1266d1fec5c6c9a,27,3.916666667,12.34482263,8.994356961,260.7021277,241.4255319,8.813953488,10.94023516,581.1666667,12.36524823,5.043510634,0.106382979,0.617021277,0.106382979,0.011471179,400,0.936170213,1305.464993
11,fda96e6cd3395dfae3e59cd4ac95f7d7,63,6.03030303,12.48869081,8.047479651,215.6984925,194.2663317,12.59649123,7.689190926,3112.2,15.63919598,4.483307337,0.216080402,0.150753769,0.216080402,0.026240816,4900,0.869346734,4744.567172
12,fd831ca1d79ae5c6fc3a679a22e5b8cf,16,3.8,9.162121557,1.974243231,179.2631579,168.6842105,2.666666667,6.01973215,210.3166667,11.06929825,2.484280905,0.210526316,0.157894737,0.210526316,0.031698233,400,0.684210526,557.0569907
13,fd39748ba122e84e9ac492e6fb7c7a05,70,7.511627907,10.89401199,6.844420286,44.12074303,23.54179567,7.540229885,6.999558755,4343.766667,13.44819401,3.509442038,0.009287926,0.433436533,0.009287926,0.021007114,5475,0.913312693,5728.223514
14,fd2130d0d215069168dc2f79c1f5ae44,79,7.355555556,11.71035564,8.083253647,212.3141994,188.6978852,14.46757679,8.929837058,4305.216667,13.00669688,4.330260248,0.32326284,0.160120846,0.32326284,0.024098671,6225,0.891238671,6804.757548
15,fc83b793850ea70d9e898afd0b3ef592,72,6.125,12.53961014,8.493041424,253.4408163,224.8204082,16.63963964,8.635290309,3603.916667,14.70986395,4.735753001,0.220408163,0.040816327,0.220408163,0.020001387,4325,0.779591837,5529.968072
16,fc3504d2efaaaa976a33b3c856927155,63,6.606060606,14.41373039,11.41440548,381.9036697,356.4495413,13.45549738,10.37851884,3479.483333,15.96093272,6.175854983,0,0.518348624,0,0.00850222,1775,0.931192661,5998.73252
17,fbe0433e5b1a3db9dc9d6ed21efc6148,42,7.166666667,15.18812239,10.49532019,373.4883721,354.8604651,4.157894737,11.12353524,689.8166667,16.04224806,6.652907837,0.23255814,0.325581395,0.23255814,0.025973085,1075,0.372093023,4571.62484
18,fba8372d56b91b1bff7b71d970b5af58,59,3.192307692,14.0830537,8.097106106,442.6385542,420.1084337,2.573529412,9.449974954,1364.15,16.43554217,5.790527614,0.012048193,0.554216867,0.012048193,0.009774096,800,0.879518072,2652.488999
19,fb903879c556260ae2604ae0c45cb92a,48,7.785714286,13.70637616,10.9310848,217.3256881,202.5366972,8.174157303,9.313137251,3458.866667,15.86636086,5.509050778,0.188073394,0.243119266,0.188073394,0.022526646,4675,0.894495413,5122.268577
20,fb83fc6555a4f700fd92630d9fcb9cea,29,2.941176471,15.3350019,10.95720791,505.16,470.26,3.4,11.08535424,822.65,16.453,6.799830987,0.16,0.24,0.16,0.017727264,875,0.96,1307.985456
21,faebff3d5429ff2036c125a91df765c8,28,2.823529412,12.0977341,6.635523216,364.0625,351.1041667,2.947368421,11.15299115,572.8,11.93333333,4.961997879,0.416666667,0.208333333,0.416666667,0.002182263,75,0.916666667,956.4326254
22,fac81ea6cbd540c89c7eee17e851a233,35,5.555555556,9.932390719,5.483953164,389.52,377.18,2.860465116,7.765682324,554.2333333,11.08466667,3.20926591,0,0.88,0,0.013532207,450,1,1931.298196
23,f9aa6d69d74e786544027a1ab3049f44,58,9.302325581,10.63199056,5.903329902,205.3025,188.4525,8.501474926,6.2831826,5506.4,13.766,3.224711683,0.09,0.355,0.09,0.032613565,10775,0.9175,5736.32979
24,f98673773627b4b8d152e2b168b85bb2,35,3.181818182,15.12652134,12.64185149,375.1428571,358.1714286,7.483870968,10.80565219,579.7166667,16.56333333,6.672708777,0,0.628571429,0,0.010781129,375,0.428571429,1684.544422
25,f91254f1c1b3112ef3464e477d23c9e8,35,1.611111111,11.84230388,6.920660221,155.6206897,142.5862069,3.695652174,9.365417763,367.4333333,12.67011494,4.423959618,0.689655172,0.034482759,0.689655172,0.046493695,1025,0.896551724,667.7743576
26,f86eb77e1cefe28e9f0e9d3775fae261,87,7.142857143,12.35564965,9.295215139,164.66,146.16,6.090909091,9.074717967,701.75,14.035,4.748418606,0.34,0,0.34,0.010687567,450,1,7678.153711
27,f7858e1e354a9fa26b3055bc12a4ee5b,66,10.19047619,12.93634491,10.07195037,82.75700935,66.83411215,7.763779528,7.599299713,7158.966667,16.72655763,4.738965959,0.004672897,0.621495327,0.004672897,0.010767383,4625,1,8700.615976
28,f758703e18f588f2370783f8b779e664,31,4.428571429,11.69828955,9.040150407,259.3548387,240.8387097,2.615384615,8.651571313,413.6666667,13.34408602,4.304148725,0,0.290322581,0,0.016116035,400,1,1606.008037
29,f696de645de36b56677457d2d3136524,57,3.625,12.62557194,8.144736294,227.0689655,216.8965517,3.230769231,8.096424984,448.0166667,15.44885057,4.663295255,0,0.068965517,0,0.023250623,625,0.655172414,2608.758802
30,f5efba2f8019f9eff955fa20312d0639,77,3.254237288,11.29397095,7.861466013,264.2447917,245.359375,7.374193548,8.335374974,2462.616667,12.82612847,3.985879563,0.34375,0.125,0.34375,0.030963,4575,0.723958333,2830.001127
31,f54b6feed73d306d44d8fba250bafea8,81,6.73015873,10.81144624,5.838814055,184.1650943,171.9127358,3.197707736,7.062112205,5643.55,13.31025943,3.504488011,0.273584906,0.075471698,0.273584906,0.022887485,7750,0.823113208,5893.782693
32,f4b761ebd4f310f03e5e7f79b925ef4f,52,9.111111111,12.26724105,7.644273096,24.22682927,13.49756098,4.860589812,7.409552933,6409.55,15.63304878,4.318561737,0.1,0.317073171,0.1,0.022297457,8575,0.851219512,5811.946204
33,f467b8de5a37d9a818c0cbb557089c55,38,1.8125,19.37924435,13.96979834,418.8965517,400.8275862,3.434782609,11.53031549,628.1166667,21.6591954,9.310799072,0,0.482758621,0,0.014593892,550,0.862068966,1334.745455
34,f395649fb47860aebc4817c7a6ea90e6,46,3.615384615,10.67059266,5.048560686,267.9148936,266.0425532,2.725,5.789553295,683.15,14.53510638,3.137377051,0,0.170212766,0,0.026226549,1075,0.978723404,1774.601641
35,f2a9db857bbd5fe385ed59d8f2e89621,61,8.210526316,11.73184314,7.983064039,19.26923077,275.3910256,10.57086614,8.852375694,4105.466667,13.15854701,4.342813888,0.003205128,0.525641026,0.003205128,0.017151928,4225,0.907051282,5875.801017
36,f1b4411717c78f67380366c2a16a4d1e,30,6.833333333,12.39397997,15.75043784,187.4146341,177.8780488,2.75,9.818151545,550.55,13.42804878,4.915255368,0,0.292682927,0,0.003027276,100,1,2540.765894
37,f1a2419d56c2a09edf4030caeebeb5b6,24,4,12.64789747,7.998808369,270.5,259.6875,3.52173913,7.160319031,539.1333333,16.84791667,4.497612375,0.0625,0.875,0.0625,0.003864227,125,1,1214.198157
38,f193cf4d5de76b20688d759ea7c66312,54,10.82692308,10.80318969,6.008827271,74.96625222,56.97158082,8.961460446,6.214722805,8026.55,14.25674956,3.303282585,0.014209591,0.103019538,0.014209591,0.026215082,12625,0.863232682,6316.126405
39,f17cfca756365f6863a241ea96ab9f75,71,4.86440678,12.61123164,8.54448358,18.61324042,1.484320557,5.775330396,8.775829068,4223.116667,14.71469222,4.814406789,0.108013937,0.317073171,0.108013937,0.016575436,4200,0.846689895,4355.577409
40,f14169430d2a1ccb92266e8fb27b5bb7,75,10.63333333,12.17400844,7.821449877,12.78996865,267.8871473,6.28358209,8.48055257,4559.3,14.29247649,4.518924462,0.094043887,0.426332288,0.094043887,0.016724059,4575,0.730407524,9708.771728
41,f129b4923a3e5d5f676a592a8e4b7efd,55,4.5,10.71106515,5.147607508,241.7333333,230.9555556,3.631578947,7.211120989,581.1833333,12.91518519,3.472217044,0.133333333,0.066666667,0.133333333,0.028677124,1000,0.977777778,2650.988625
42,f0df79d10df44f18742682108b17f60a,88,1.368421053,14.35719275,8.761505288,478.1923077,459.0769231,5.04,13.68109272,340.4333333,13.09358974,6.678561971,0.115384615,0.115384615,0.115384615,0.006119651,125,0.961538462,1728.908264
43,f06398053a230bf914041eb897dc8d62,12,5.444444444,11.94847543,6.36394115,250.6530612,237.4489796,3.777777778,7.179816027,753.7333333,15.38231293,4.117545461,0,0.551020408,0,0.016031311,725,0.918367347,780.633728
44,f0124196d19be156b58f64700fdac7e0,66,9.50877193,12.51594501,6.949720865,13.69741697,159.2195572,3.882352941,6.990225862,9085.2,16.76236162,4.368475042,0.001845018,0.47601476,0.001845018,0.010364842,5650,0.861623616,7854.743595
45,ef3e90cd957439dcf1a2afcfc4b0cad7,61,8.327868852,10.99426152,7.532549673,99.19094488,87.67322835,4.182432432,7.554321574,6631.65,13.05442913,3.676688169,0.078740157,0.299212598,0.078740157,0.028022187,11150,0.874015748,5585.084852
46,ef3970fc96947901f21cb6dff853b8a8,51,10.54545455,11.14837164,7.2837032,204.637931,177.908046,17.62101911,7.538526357,4648.116667,13.35665709,3.753943039,0.152298851,0.24137931,0.152298851,0.030567936,8525,0.813218391,5995.796968
47,eef2e2ad223c5c824565b3d98086e7fc,79,7.596491228,10.88621463,5.984558268,196.891455,178.743649,11.91576087,6.790335788,5943.233333,13.72571209,3.474798141,0.11778291,0.138568129,0.11778291,0.026290403,9375,0.863741339,6533.065681
48,eef12344364d2a2e1e2d581287cf9cd8,78,10.43333333,12.8522124,8.873072823,238.2268371,218.4888179,6.988549618,10.52351205,4196.783333,13.40825346,5.260613056,0.460063898,0.226837061,0.460063898,0.019161501,4825,0.520766773,10459.13045
49,eedb2d3b82cd4276804c339cae45fef4,65,5.348837209,12.20711624,6.479968311,292.6,276.4391304,4.263736264,8.392564369,3320.05,14.435,4.516634148,0.039130435,0.513043478,0.039130435,0.017193516,3425,0.717391304,4244.102041
50,eece82fe623b4bb335a9b9e20eb0ca54,59,10.18918919,11.17284721,5.934512501,11.84084881,227.8806366,7.503246753,7.778782966,4976.033333,13.19902741,3.827868676,0.045092838,0.201591512,0.045092838,0.023529451,7025,0.888594164,6716.692987
51,eeb00fe9de3e348006f6f7128e6cf4e3,87,5,11.8496493,7.777005457,278.0692308,259.5846154,8.199095023,6.400558413,4202.383333,16.16301282,3.856946613,0.038461538,0.238461538,0.038461538,0.022011319,5550,0.915384615,5154.597446
52,ee8b2edb7ef82ae69ccc57bba1889a40,81,8.911764706,11.6034886,7.795750036,104.0643564,87.89273927,6.844758065,8.893374034,7829.55,12.9200495,4.283849259,0.252475248,0.090759076,0.252475248,0.017029501,8000,0.948844884,8376.012374
53,edca8abe7dd3a699bde27f9241e73dda,37,2.25,12.03926891,10.77450217,374.1481481,359.0740741,2.8,7.940213044,395.85,14.66111111,4.340127469,0.074074074,0.296296296,0.074074074,0.015788809,375,0.925925926,1002.269137
54,edc891e47623366a2aaa2b1a32ae1fa1,71,4.176470588,13.49044791,8.579484041,363.1690141,362.7464789,4.048387097,9.934273991,1064.266667,14.98967136,5.551772864,0,0.464788732,0,0.0066556,425,0.957746479,4000.314583
55,ed1aeb39f5da7d42d10a92653319b951,72,4.782608696,10.4373629,6.035906165,191.4772727,177.8818182,6.534031414,6.581730491,2878.566667,13.08439394,3.210680945,0.377272727,0.2,0.377272727,0.023738666,4100,0.859090909,3594.083225
56,ed0c7d2a0d5f60d527c0c3643495ddca,30,2.9,15.00708078,10.61659084,540.1206897,519.8275862,2.78,13.4097703,818.4666667,14.11149425,7.055012485,0.051724138,0.103448276,0.051724138,0.006108984,300,0.948275862,1305.616028
57,ec91bf40df64a813b83c67f46118de37,61,5.872727273,14.52560079,10.10777606,216.4024768,193.9349845,6.184501845,9.855679451,5367.45,16.61749226,6.105981719,0.068111455,0.328173375,0.068111455,0.015603313,5025,0.894736842,5203.598407
58,ec78920915122cbe500fcb475a8fb5d3,49,8.43902439,10.84168412,6.180807859,208.5982659,189.3468208,11.47697368,7.180693764,4570.716667,13.21016378,3.536535747,0.375722543,0.095375723,0.375722543,0.025798288,7075,0.713872832,4483.168599
59,ec1637dbd16bb38ec0b5a93c14373364,58,4.461538462,14.26578845,11.32821499,439.8448276,451.5517241,9.409090909,10.05191208,926.5666667,15.97528736,5.986883464,0.051724138,0.275862069,0.051724138,0.018437241,1025,1,3691.547104
60,eb48fcd046d9d869a6c6eccd90392480,64,5.975,11.61734681,5.909659964,265.3556485,239.3933054,13.52803738,6.483453547,3713.283333,15.53675035,3.755519623,0.008368201,0.447698745,0.008368201,0.024686149,5500,0.89539749,4442.47342
61,ea1f8d9a6f34043a8e8a3f78dbda7f9a,70,10.04347826,10.44171232,5.02696988,216.5627706,205.982684,3.388888889,5.533119257,3332.15,14.42489177,2.975678718,0.034632035,0.458874459,0.034632035,0.020757369,4150,0.896103896,7340.977748
62,e9651415a968663e49b62c29e5d89137,73,4.68,10.57832156,5.709578165,202.8931624,190.3803419,3.891891892,7.755302493,2842.216667,12.14622507,3.511911078,0.239316239,0.021367521,0.239316239,0.023749069,4050,0.905982906,3613.977778
63,e91240606aaab23860bfba718c858d30,45,7,11.0451033,6.622723405,314.7265306,292.6612245,12.14832536,7.606034394,3237,13.2122449,3.746608763,0.040816327,0.575510204,0.040816327,0.016733601,3250,0.832653061,3479.20754
64,e8efeab7179493aca6effda3bf21833e,56,6.266666667,11.08076313,5.165841724,227.2606383,213.7819149,10.13939394,7.059815902,2598.25,13.82047872,3.637641597,0.175531915,0.207446809,0.175531915,0.023733923,3700,0.888297872,3888.609141
65,e8d73d55baeb522ef8843cb54cd08df0,85,6.885714286,12.89339747,9.452880785,31.5560166,6.547717842,10.85909091,6.983815801,4215.016667,17.48969571,4.553847414,0,0.580912863,0,0.010379556,2625,0.892116183,7546.321348
66,e8b60c6f666907603bb5d70aa8cc6c80,49,11.08888889,11.40771654,7.465046224,118.1322645,98.96392786,13.15545244,7.126242878,7199.35,14.42755511,3.833158755,0.002004008,0.406813627,0.002004008,0.015568535,6725,0.909819639,6198.446159
67,e76529a86a5efc221a88a6c91a75ea59,68,7.256410256,11.14593777,5.635607911,183.7773852,167.6254417,7.243697479,8.263995171,3589.333333,12.68315665,3.907696771,0.356890459,0.144876325,0.356890459,0.022868685,4925,0.816254417,5499.805806
68,e72a4e847306ddfd0540d630c79b33e4,14,3.75,10.63050458,5.888656788,220.7333333,207.4,4.625,6.905546969,388.2,12.94,3.331469215,0.233333333,0.033333333,0.233333333,0.046153186,1075,0.866666667,558.1014905
69,e67fc482899bea76fa32d6274607140d,50,3.25,14.64422606,9.918363727,457.4102564,412.3333333,5.382352941,13.93135019,511.5333333,13.11623932,6.812491695,0.205128205,0.051282051,0.205128205,0.020363613,625,0.487179487,2379.686735
70,e64f09e2fba9abd0daf0668bbcd7ae97,56,3.7,13.04236001,9.004324203,215.8108108,196.3783784,14.75,8.602045815,578.4166667,15.63288288,5.013537529,0.054054054,0.216216216,0.054054054,0.018008932,625,1,2702.376994
71,e61357801b8cc7a4b40cf736e6890972,45,13.06818182,10.35604825,5.394102159,67.61217391,44.47826087,13.82692308,7.020729522,7144.4,12.42504348,3.252247613,0.313043478,0.130434783,0.313043478,0.024028143,10300,0.803478261,6090.062466
72,e610084768b3d8313be3a7dd22e5e5e7,19,3.461538462,12.01209456,6.357324938,260.8444444,242.6888889,2.916666667,9.606245218,588.1833333,13.07074074,4.681201265,0.311111111,0.377777778,0.311111111,0.000708396,25,0.933333333,790.0262192
73,e58dab18de6e4134d8b232e57ce1d86e,47,6.707317073,11.34172368,6.242780953,207.4327273,195.8218182,3.395238095,6.502033828,4117.85,14.974,3.629865207,0,0.396363636,0,0.027016526,6675,0.894545455,3575.409233
74,e4f3a9d5cf57b9b518136afd9757f76d,3,8,8.746532193,1.934328412,176.46875,166.875,3.153846154,5.475024951,350.6833333,10.95885417,2.236941852,0,0.09375,0,0.003564469,75,1,209.9167726
75,e4038e6006053cadf0bb2f8795e6c9eb,63,8.24,10.67752145,5.409078369,276.4417476,257.0242718,11.75568182,7.823317529,2531,12.28640777,3.583598342,0.121359223,0.504854369,0.121359223,0.022718293,3450,0.703883495,5542.914935
76,e38156350137c3a0df6b4b43c002ce0b,62,5.5,18.25041314,15.74986711,65.55272727,41.55636364,6.671052632,11.74398539,5476.25,19.91363636,8.71905705,0.265454545,0.170909091,0.265454545,0.008978163,2950,0.934545455,6223.390881
77,e35d490b495edf857a448653e036bd44,14,4.25,10.77473929,4.155411257,194.5294118,186.4705882,3.076923077,6.206727304,485.5833333,14.28186275,3.304844003,0,0.235294118,0,0.019735713,575,0.735294118,641.0969878
78,e33e7bd3f983ccbc3014e3689b1062f7,29,7.333333333,10.51320179,5.068579702,244.5681818,232,3.148148148,7.785887236,530.0166667,12.04583333,3.496619732,0.159090909,0.181818182,0.159090909,0.018867331,600,1,2235.807581
79,e3306c36e5fe929405591869e0ee98d5,63,2.555555556,14.52015145,10.04447136,366.5217391,372.3043478,4.8,9.699352611,386.1666667,16.78985507,6.071460026,0,0.608695652,0,0.018342685,425,0.391304348,2337.744384
80,e31ae4a7e10b56e18f3f988fe48acbcb,85,7.4,12.20738432,7.751749271,275.8648649,263.981982,2.791208791,9.018062792,3055.083333,13.76163664,4.626864552,0.193693694,0.166666667,0.193693694,0.019230245,3525,0.977477477,7678.444737
81,e2dc374288c7edd10ce6647a8e6ae548,74,1.944444444,12.56448621,6.131364958,246.0285714,236.4285714,4.344827586,6.209701453,626.3666667,17.89619048,4.143189133,0,0.285714286,0,0.02261721,850,0.771428571,1807.88996
82,e26a411f427d8387e1244ece6053c940,66,3.733333333,14.49288027,10.95525662,413.1607143,399.0178571,2.893617021,12.4080409,792.2,14.14642857,6.544153415,0.464285714,0.089285714,0.464285714,0.016830767,800,0.928571429,3571.045698
83,e253f0cb570353173a73119dcc0e54d2,46,8.833333333,13.6215576,8.942455432,263.0408805,242.9056604,12.50902527,9.766972906,4849.15,15.24889937,5.552670797,0.216981132,0.270440252,0.216981132,0.023199942,6750,0.93081761,5534.892905
84,e246b5012a29db02ad24ce4b7e332b9b,53,4.285714286,9.08107104,2.356172267,217.2333333,202.0333333,5.863636364,4.811031067,370.1666667,12.33888889,2.213184701,0,0.666666667,0,0.018009905,400,1,2062.700422
85,e225e4363d4ef824640866378d49a878,61,6.942857143,15.56681909,11.45101328,310.3950617,284.4444444,11.43577982,12.08020857,3861.183333,15.88964335,7.156357479,0.300411523,0.21399177,0.300411523,0.014136426,3275,0.855967078,6592.770268
86,e1d2df8059744cac678fbdc113e9e697,17,6.625,11.11274538,7.56656272,197.9245283,187.9056604,2.931818182,9.23019464,622.5166667,11.74559748,4.04193586,0.113207547,0,0.113207547,0.026773045,1000,1,1251.572948
87,e1b7e1ea030de78f88501a832cb007b2,53,5.422222222,11.648768,6.153627569,327.8155738,326.8647541,3.019900498,8.614939454,3239.966667,13.27855191,4.264875816,0.245901639,0.348360656,0.245901639,0.013246021,2575,0.81147541,3347.597062
88,e1970a13e4fbb03fee21f66f7a97f5eb,65,6.756756757,10.9994585,5.754495111,238.556,216.632,14.54464286,7.847509583,3213.316667,12.85326667,3.760527918,0.28,0.004,0.28,0.020098652,3875,0.932,4830.84326
89,e121472f6b4dd372dfceb87c7e30cbac,48,6.333333333,12.92118155,6.648154794,260.5789474,246.3421053,2.428571429,6.801151603,677.3166667,17.82412281,4.519538248,0,0.842105263,0,0.009842762,400,1,3928.039191
90,e0e76adfaac64932530b49127890139c,87,8.042553191,10.8589097,6.831774148,194.6058201,171.9708995,14.88253012,6.904632718,5135.933333,13.58712522,3.497611792,0.031746032,0.333333333,0.031746032,0.021742234,6700,0.941798942,7598.002221
91,e0e3594e7d43742458a79799c7a5dd6c,82,8.607142857,11.7249645,12.68192046,268.8589212,251.3941909,7.821256039,6.59007026,3785.933333,15.70926694,3.859663199,0,0.543568465,0,0.015958196,3625,0.68879668,8275.312444
92,e0a98706329350c48ea450d1705bdd86,83,7.52238806,11.91434588,7.91935467,144.2123016,119.2599206,12.06067961,9.109853996,6689.333333,13.27248677,4.50782619,0.128968254,0.442460317,0.128968254,0.011398744,4575,0.91468254,7438.819655
93,e08a1154c61bfa0adb7a029eed7df122,21,3.384615385,15.8109273,11.22080485,386.5454545,374.2272727,2.628571429,12.59922114,693.3166667,15.75719697,7.401608452,0.022727273,0.295454545,0.022727273,0.012620496,525,0.954545455,1123.792064
94,e065a88039052c0f4e552886fab4d99f,66,7,11.2631275,5.512509916,301.8035714,282.0357143,6.751351351,6.857472585,3220.55,14.37745536,3.675780355,0,0.736607143,0,0.024064213,4650,0.866071429,5203.564905
95,e0493acb44c53e68e3c3aca626cd466b,25,7.333333333,11.35510272,9.385835983,200.3636364,188.7272727,3.538461538,7.555381658,607,13.79545455,3.885937996,0.068181818,0.136363636,0.068181818,0.021965953,800,1,2081.768832
96,e0449ff246754057062a6331c7a7b661,69,3.142857143,12.70582575,6.468937389,334.2272727,302.75,22.72093023,8.88811135,650.2,14.77727273,4.896741973,0,0.363636364,0,0.012816569,500,0.681818182,2755.34907
97,e02f0f208e1f02b7672ff2ed8bd1bcd3,66,5.229166667,11.40766268,7.130169795,268.8884462,252.6095618,7.242990654,7.11230248,3606.183333,14.36726428,3.809673382,0,0.537848606,0,0.023455084,5075,0.948207171,3937.069583
98,dfe29c1db80f470f4fa8046bc7e5d8a0,56,4.818181818,11.75029256,5.642009042,392.4150943,410.3396226,2.297297297,9.261371434,680.0666667,12.83144654,4.430516576,0.056603774,0.377358491,0.056603774,0.017155181,700,0.981132075,3170.442574
99,df9ab418e87b21319bdfe389a4552e08,42,14.60714286,11.62900623,8.103161103,45.93643032,27.56968215,7.793696275,6.560389127,6340.683333,15.50289324,3.791803307,0.070904645,0.444987775,0.070904645,0.021751073,8275,0.821515892,7134.395324
100,df11122e91571fcd91143da33fd3542a,14,3.3,12.28639964,5.361606761,226,215.7575758,2.72,6.337185588,563.8833333,17.08737374,4.037152817,0,0.787878788,0,0.024384477,825,0.878787879,567.6316634
101,ded0963ff2f6582b382b72de6f123a08,70,6.561403509,10.8669037,5.895574317,194.4893048,181.9090909,2.941368078,7.105811165,5010.183333,13.39621212,3.548943803,0.211229947,0.085561497,0.211229947,0.019626694,5900,0.890374332,4991.149805
102,de9e048c789a0ddc487baae5929f51f9,81,4.694915254,10.93236617,6.881823789,250.66787,236.299639,8.214912281,9.345323476,3165.1,11.42635379,3.981121664,0.249097473,0.032490975,0.249097473,0.018035238,3425,0.895306859,4157.449148
103,de5fed97bda5c8aeca0d5c6a47f2deec,77,4.549019608,12.8765088,9.346185128,349.9396552,348.8448276,4.442708333,9.97151278,3228.933333,13.91781609,5.174109176,0.284482759,0.224137931,0.284482759,0.016517323,3200,0.86637931,4510.312808
104,de0746635475c2be3d26489184659460,46,8.529411765,13.38694866,9.98172314,6.351724138,292.6517241,2.962655602,8.856552243,4603.766667,15.87505747,5.241836126,0.317241379,0.224137931,0.317241379,0.015747974,4350,0.94137931,5252.40868
105,ddf9fad53fff9a2f2ded181e1144b47f,15,9.25,10.58156909,7.587965555,204.7297297,194.8918919,2.866666667,10.98668862,364.35,9.847297297,4.033548754,0.459459459,0.243243243,0.459459459,0.006861534,150,1,1468.192711
106,ddee9dcc776c7b87e68628ffa0f99dc7,47,1.466666667,13.39039204,10.42320241,394.6818182,380.0227273,2.648648649,9.783250608,658.1333333,14.95757576,5.45566675,0.068181818,0.431818182,0.068181818,0.013295178,525,0.886363636,923.0443582
107,dddf432269175b67f5d9c55c3b36bdef,45,6.8,13.09664796,6.737222124,315.3613445,286.2983193,20.83333333,9.344147431,3563.25,14.97163866,5.215698319,0.054621849,0.415966387,0.054621849,0.0105241,2250,0.911764706,4007.574276
108,dccfed81fccb496e10c26074253a1330,78,6.837837838,12.34926475,7.557592142,200.8616601,190.7391304,4.850961538,8.704058082,3617.883333,14.29993412,4.64044107,0.169960474,0.245059289,0.169960474,0.022803389,4950,0.873517787,6586.497043
109,dca7c0d776c64df418bf3b63756927c2,15,11.6,11.00838037,5.296365896,247.8448276,245.0689655,2.577777778,8.528023529,708.3333333,12.21264368,3.882947518,0.362068966,0.120689655,0.362068966,0.021764706,925,0.396551724,1915.458184
110,dc9a5809e396367a5a0767ac9226a64f,15,3.777777778,12.6060926,10.55507521,354.1470588,340.1470588,3.107142857,13.33525706,378.3166667,11.12696078,5.531990096,0.323529412,0.176470588,0.323529412,0.007709591,175,0.676470588,714.3452474
111,dc5fe88ac0b99e77e8630795cfc16981,73,9.789473684,12.23912753,7.812852788,212.6236559,198.8655914,3.118243243,8.719017648,5240.483333,14.08732079,4.579303263,0.314516129,0.301075269,0.314516129,0.023614234,7425,0.626344086,8746.467032
112,dc39121d4440ef9d34bb2cfac0f1bf2f,86,7.222222222,12.09912949,6.989564141,87.13230769,61.27384615,9.684410646,8.906729226,4486.4,13.80430769,4.583912564,0,0.615384615,0,0.007151242,1925,1,7514.903761
113,db9cf75a3edf5b1d38fdf560682cec48,80,6.208333333,12.37845133,7.848957696,164.8053691,148.9832215,6.092,8.686240767,4309.833333,14.46252796,4.683597002,0.110738255,0.426174497,0.110738255,0.010827952,2800,0.919463087,6147.96416
